code,name,ind,price,dcf_n,dcf_o,dcf_up,np_,kf,py,ry,ocf,fcf,debt,gm,nm,roe,pb,pe_ttm,dy,fcap,quality,growth,value,health,ind_s,final
300012,华测检测,检测服务,14.53,10.44,18.92,-28.15,5.64,5.29,20.63,15.86,4.38,-0.84,22.0,49.38,16.57,6.97,3.02,21.97,1.37,208.06,45.72,53.82,61.95,90.0,85,54.55
002645,华宏科技,环保设备,18.27,28.28,61.99,54.79,3.43,3.41,330.3,77.13,4.84,3.54,38.8,13.66,6.7,7.91,3.17,29.44,0.46,124.28,31.0,96.08,70.64,86.75,65,54.53
002049,紫光国微,集成电路设计,61.28,23.68,41.38,-61.36,7.98,7.08,15.29,13.0,8.27,6.79,25.64,53.59,23.07,5.57,3.68,33.49,0.5,516.66,55.94,51.87,45.86,99.39,82,54.43
300750,宁德时代,锂电池,301.95,447.59,981.09,48.23,432.84,390.13,41.98,54.8,602.17,351.44,63.65,23.93,16.98,11.41,3.68,16.44,2.72,12864.89,44.94,69.03,80.51,62.9,75,54.41
688400,凌云光,其他专用设备,47.29,35.16,56.38,-25.65,6.56,1.26,583.26,6.09,-1.26,-2.63,21.54,40.67,45.09,8.36,2.89,31.17,0.18,224.98,55.78,76.89,54.66,78.0,68,54.29
000737,北方铜业,铜,14.4,17.84,39.11,23.89,13.96,13.81,186.61,69.33,10.75,5.65,62.36,12.72,6.44,17.66,3.47,16.14,0.97,274.25,38.34,93.97,76.41,64.13,65,54.27
601869,长飞光纤,光纤光缆,454.99,125.8,275.74,-72.35,29.25,24.49,888.88,53.64,18.26,11.55,47.95,53.36,32.48,17.87,23.02,109.42,0.3,1848.8,73.51,89.73,10.0,77.97,70,54.19
002266,浙富控股,固废治理,4.98,7.81,16.02,56.83,13.56,12.52,139.45,26.28,12.11,10.62,55.58,16.73,10.35,10.37,1.99,13.63,1.19,241.16,36.11,82.35,87.39,70.64,65,54.18
688235,百济神州,其他生物制药,256.0,134.07,276.7,-47.63,32.71,29.18,627.15,26.84,44.39,39.23,43.32,89.45,14.72,9.23,11.14,87.85,0.0,294.54,65.91,82.5,10.47,82.41,80,54.18
688019,安集科技,电子化学品,234.8,16.71,37.18,-92.88,5.32,4.26,41.56,33.72,3.2,0.86,17.16,55.63,34.84,10.98,11.03,57.05,0.16,536.18,66.34,63.25,10.36,100.0,85,54.13
601168,西部矿业,铜,36.03,65.15,131.3,80.82,41.69,42.11,123.03,24.74,83.49,-16.82,53.72,23.91,16.12,18.6,3.83,14.45,0.28,858.59,45.75,78.75,82.25,62.43,65,54.1
301095,广立微,集成电路设计,78.75,16.92,39.6,-78.51,0.35,0.05,121.73,38.68,1.05,0.7,15.39,60.4,8.62,1.11,5.02,146.34,0.25,137.42,47.26,82.22,21.55,100.0,82,53.99
300394,天孚通信,网络接配及塔设,284.66,19.5,35.03,-93.15,12.04,11.86,33.92,15.15,10.01,6.93,17.56,60.87,42.59,19.27,49.7,133.71,0.35,3098.21,84.35,56.55,10.0,100.0,72,53.97
000526,学大教育,教育培训,35.22,57.35,100.07,62.83,3.01,3.03,30.85,12.87,2.9,2.38,68.86,37.46,13.94,24.33,3.47,16.14,0.0,42.78,64.94,55.26,81.63,57.89,65,53.93
002738,中矿资源,锂,44.04,43.91,75.79,-0.3,11.11,10.83,1146.81,12.03,-2.27,-18.86,36.18,52.9,31.98,8.54,2.44,21.71,1.12,313.13,54.62,78.5,69.14,67.27,62,53.92
603027,千禾味业,调味品,7.28,7.08,11.33,-2.75,2.01,2.0,15.85,6.35,4.5,3.68,12.81,39.45,14.33,5.64,2.72,25.83,3.85,96.88,46.14,50.2,64.35,100.0,78,53.88
300438,鹏辉能源,锂电池,52.42,97.6,213.93,86.19,8.16,8.2,1025.39,155.27,1.69,-0.69,74.91,19.59,7.47,12.99,4.2,23.76,0.11,211.86,33.69,100.0,73.17,42.09,75,53.74
600018,上港集团,港口,5.36,4.04,6.74,-24.63,85.19,77.78,5.97,9.5,69.46,34.37,31.55,36.73,44.05,5.81,0.85,8.88,3.64,1247.72,55.68,48.88,75.07,93.71,65,53.69
002034,旺能环境,固废治理,14.38,17.91,30.0,24.55,4.13,4.3,8.31,-0.2,6.74,3.79,35.49,45.1,24.76,4.65,0.84,9.87,0.0,73.99,52.21,46.77,84.91,89.93,65,53.63
002415,海康威视,安防设备,32.94,5.45,9.41,-83.45,78.96,77.12,39.57,11.97,32.31,17.37,32.36,49.97,19.48,9.36,3.58,18.37,3.95,2979.78,52.83,56.94,59.4,92.93,72,53.61
600276,恒瑞医药,化学制剂,43.91,1.51,2.53,-96.56,44.65,37.3,0.34,-1.94,19.87,4.09,8.17,86.33,28.89,6.93,4.52,37.72,0.46,2801.02,64.99,44.55,40.12,100.0,78,53.57
601225,陕西煤业,动力煤,25.2,34.3,57.47,36.11,112.72,97.36,47.57,1.17,205.37,136.35,40.26,33.36,21.93,11.15,2.42,11.98,3.84,2443.14,54.41,55.78,85.01,85.35,58,53.51
600315,上海家化,洗护用品,17.89,14.35,23.79,-19.79,3.81,3.52,43.35,8.99,3.97,3.56,33.98,66.32,10.05,5.39,1.7,31.42,1.43,120.26,54.47,56.96,58.47,91.38,70,53.23
002223,鱼跃医疗,家用器械,26.21,27.77,46.52,5.95,8.43,7.61,-29.92,-1.92,11.82,11.32,20.42,49.8,18.56,6.32,1.97,23.24,4.6,244.92,54.43,37.9,70.17,100.0,72,53.21
603288,海天味业,调味品,33.85,3.04,4.88,-91.02,41.9,39.6,7.13,6.01,12.24,6.88,15.99,41.04,25.95,10.72,5.07,27.07,3.25,1882.0,53.75,48.19,48.17,100.0,78,52.9
001965,招商公路,高速公路,9.92,8.96,18.5,-9.68,26.05,25.86,4.05,26.86,27.52,15.69,43.29,24.76,40.43,3.43,0.98,14.31,3.76,674.07,48.31,53.14,76.03,82.44,70,52.9
301219,腾远钴业,钴,41.41,138.47,303.51,234.39,8.81,8.5,87.82,72.36,-2.05,-6.77,31.11,25.82,14.28,8.88,1.6,10.41,2.58,113.15,31.7,83.86,89.76,72.13,60,52.87
000963,华东医药,化学制剂,26.1,24.77,41.5,-5.1,18.61,18.58,2.53,1.81,24.99,17.81,35.51,32.8,8.34,7.31,1.8,13.23,3.56,457.54,39.94,46.05,77.18,89.91,78,52.71
002812,恩捷股份,电池化学品,48.58,35.88,78.66,-26.14,8.2,8.49,980.99,50.47,11.62,5.85,44.18,29.89,11.0,3.15,1.83,45.15,0.84,399.62,33.69,88.88,44.81,81.59,78,52.68
600521,华海药业,化学制剂,16.14,6.76,11.18,-58.12,7.71,4.26,88.26,8.78,10.98,3.76,54.23,58.41,15.61,7.88,2.53,38.49,0.62,241.66,54.36,66.79,44.22,71.94,78,52.53
300661,圣邦股份,集成电路设计,125.13,16.04,39.06,-87.18,4.2,3.56,109.28,42.7,3.82,2.03,16.64,51.84,16.25,4.3,8.67,111.92,0.14,753.14,47.28,80.57,12.79,100.0,82,52.5
300054,鼎龙股份,电子化学品,72.58,8.2,13.99,-88.7,5.29,4.85,70.21,11.15,5.67,2.77,38.82,58.83,29.26,9.38,12.3,73.81,0.14,540.31,64.76,63.46,10.0,86.73,85,52.44
601877,正泰电器,配电设备,25.26,233.79,491.32,825.53,31.3,27.01,22.23,28.46,131.82,125.42,64.67,23.52,10.7,6.8,1.18,10.71,2.55,542.83,37.78,57.57,90.0,61.92,75,52.35
300037,新宙邦,电池化学品,73.13,36.28,79.52,-50.39,9.84,9.69,103.33,75.66,11.27,4.55,50.16,23.91,13.37,8.59,4.92,34.52,1.09,399.86,37.29,88.16,41.97,75.85,78,52.35
603267,鸿远电子,军工电子,50.9,5.15,8.63,-89.88,2.19,1.07,19.26,-9.32,0.66,0.49,13.23,43.35,23.57,4.78,2.57,41.22,0.49,117.62,46.65,46.72,41.72,100.0,87,52.25
600489,中金黄金,黄金,24.05,2.29,4.51,-90.48,43.57,43.16,61.67,22.57,16.41,3.12,46.58,20.67,11.82,13.41,3.59,17.68,1.9,1165.78,38.25,64.66,59.99,79.28,80,52.2
300418,昆仑万维,游戏,43.79,45.23,111.04,3.29,10.88,-4.58,227.17,43.55,-4.67,-5.84,23.63,65.58,12.6,7.35,3.8,160.4,0.0,514.3,49.18,87.01,35.14,78.0,70,52.17
002422,科伦药业,化学制剂,39.77,25.55,42.81,-35.76,11.28,6.99,12.71,-2.7,23.41,16.67,28.11,47.57,16.14,4.58,2.57,34.59,1.49,516.44,49.83,47.07,50.4,97.01,78,51.91
301071,力量钻石,非金属材料,71.1,1.97,4.31,-97.23,0.9,0.63,247.61,80.94,2.07,0.08,19.51,34.44,20.57,1.69,3.4,104.29,0.56,132.99,36.1,97.1,25.44,100.0,70,51.86
600031,三一重工,工程机械整机,17.89,32.0,60.79,78.87,56.9,46.82,9.13,19.7,97.68,86.51,48.55,27.78,10.74,6.18,1.79,18.52,1.0,1516.07,39.08,52.33,83.57,77.39,72,51.81
603659,璞泰来,电池化学品,22.27,35.6,86.7,59.86,14.52,13.12,37.58,42.7,17.99,-5.34,58.14,26.32,15.93,6.78,2.23,17.33,1.01,477.51,32.82,64.8,83.56,58.19,78,51.81
002847,盐津铺子,零食,42.45,30.44,50.56,-28.29,4.25,3.9,14.1,4.41,5.87,3.34,49.55,32.22,13.82,20.24,5.46,14.32,3.31,103.52,57.43,49.29,62.8,76.43,70,51.75
600497,驰宏锌锗,铅锌,9.56,13.49,29.07,41.11,15.9,16.96,70.58,30.78,22.75,16.22,25.93,22.04,11.45,8.95,2.71,28.46,0.73,481.86,39.02,68.84,70.83,99.11,58,51.71
300073,当升科技,电池化学品,38.91,57.53,126.1,47.85,5.2,4.63,67.25,136.33,0.86,-17.25,42.48,13.25,5.5,3.45,1.41,25.16,0.73,196.87,13.75,84.55,77.99,73.22,78,51.62
600323,瀚蓝环境,固废治理,28.93,40.68,90.98,40.62,12.06,11.8,24.76,34.25,16.32,7.4,69.44,36.32,18.93,7.94,1.55,10.66,3.73,235.88,46.66,59.69,88.0,57.34,65,51.61
002372,伟星新材,管材,8.08,4.51,7.56,-44.18,3.9,2.15,43.9,-8.71,4.07,2.94,22.85,41.7,20.56,8.27,2.73,14.96,4.28,118.78,51.43,52.31,65.61,100.0,60,51.54
002925,盈趣科技,消费电子组件,24.55,21.98,52.24,-10.47,3.38,1.38,145.09,40.21,1.31,-1.3,39.62,28.47,13.76,6.46,3.62,24.38,0.93,179.48,32.05,86.11,61.92,75.96,68,51.54
600085,同仁堂,中药,23.22,28.75,48.17,23.82,7.26,7.13,-23.19,-14.23,17.28,16.17,29.35,42.37,11.16,5.33,2.34,32.83,2.15,318.46,45.26,36.06,64.42,95.82,80,51.52
300866,安克创新,品牌消费电子,126.99,42.33,89.55,-66.67,17.02,14.39,45.86,29.05,7.23,6.05,47.58,49.82,10.51,14.68,5.88,24.3,1.85,394.51,54.57,62.93,48.66,78.32,70,51.48
002557,洽洽食品,零食,17.99,1.2,2.49,-93.33,2.46,2.02,177.38,27.39,1.0,0.15,44.04,25.87,6.95,4.83,1.82,19.13,5.46,90.72,27.45,82.65,62.96,81.72,70,51.2
600563,法拉电子,被动元件,124.46,66.05,111.87,-46.93,5.82,5.73,2.23,10.58,8.25,5.31,29.02,33.1,21.06,9.55,4.6,23.24,1.85,280.04,50.13,48.35,53.28,96.14,72,51.17
600549,厦门钨业,钨钼,50.49,83.41,182.83,65.2,22.01,20.55,127.04,81.7,-24.63,-33.8,59.17,21.83,9.07,11.78,4.29,22.64,1.62,784.58,29.96,95.01,73.94,45.2,68,51.06
603338,浙江鼎力,工程机械整机,54.14,7.55,15.23,-86.05,9.9,9.65,-5.95,24.86,3.15,1.02,35.05,32.97,18.29,8.4,2.33,14.93,2.12,274.14,42.17,50.4,65.43,90.35,72,50.93
688630,芯碁微装,其他专用设备,439.83,109.08,239.1,-75.2,2.81,2.77,98.13,68.95,2.92,2.59,19.11,43.04,25.46,5.35,12.11,150.1,0.14,579.44,52.51,85.21,10.0,100.0,68,50.86
002294,信立泰,化学制剂,30.4,0.28,0.51,-99.08,3.87,4.01,6.03,16.34,4.66,0.1,21.52,75.09,15.75,4.52,3.96,50.32,1.81,338.83,53.83,50.74,30.37,100.0,78,50.82
600885,宏发股份,输变电设备,34.08,32.08,70.09,-5.87,11.56,11.02,19.89,32.05,1.14,-6.24,34.33,32.68,13.75,8.75,3.99,27.06,1.02,527.42,35.87,58.03,59.6,81.04,80,50.79
688018,乐鑫科技,集成电路设计,112.11,47.24,88.85,-57.86,3.34,3.12,27.93,18.88,0.72,-0.07,10.27,49.32,22.64,7.1,5.58,46.03,0.32,262.77,50.25,56.24,30.26,90.0,82,50.77
002801,微光股份,电机制造,26.52,6.9,11.56,-73.98,1.97,1.1,14.42,9.78,1.02,0.58,19.58,25.42,23.95,9.77,3.02,15.64,1.87,30.71,44.76,50.81,63.15,100.0,65,50.66
301377,鼎泰高科,金属制品,408.89,97.49,213.69,-76.16,6.79,6.7,325.12,114.85,-0.45,-7.99,51.65,55.92,34.9,21.74,53.87,181.94,0.46,404.23,73.65,100.0,10.0,52.42,58,50.59
300408,三环集团,被动元件,130.96,24.82,54.41,-81.05,19.32,18.09,56.18,54.82,12.97,8.21,20.36,44.32,30.08,8.53,11.08,78.92,0.33,2448.7,56.73,72.16,10.0,100.0,72,50.59
601006,大秦铁路,铁路运输,4.7,6.79,10.87,44.47,42.55,42.43,3.4,6.2,71.92,52.84,15.88,12.94,12.05,2.58,0.57,15.46,4.72,933.56,28.49,47.42,85.85,100.0,68,50.55
002236,大华股份,安防设备,15.74,20.16,33.9,28.08,23.83,19.44,-3.74,10.03,-11.07,-14.21,28.08,43.06,14.66,6.1,1.32,13.67,5.45,376.37,37.83,46.89,84.15,75.04,72,50.54
300450,先导智能,锂电设备,32.53,86.82,173.24,166.89,9.56,9.26,29.15,23.88,40.85,39.05,63.99,31.95,11.32,5.31,3.03,30.6,0.88,507.28,40.38,57.86,69.96,62.57,76,50.42
002074,国轩高科,锂电池,26.14,40.55,99.24,55.13,13.86,1.07,278.05,43.22,4.28,-93.51,71.73,15.6,5.11,4.6,1.57,13.94,0.38,453.96,16.01,86.92,88.12,45.14,75,50.38
300497,富祥股份,原料药,21.38,19.77,43.32,-7.53,1.77,1.75,2660.26,72.59,0.69,-0.2,49.18,39.2,19.38,7.49,4.87,89.39,0.23,97.55,43.39,94.85,30.41,66.79,70,50.38
605090,九丰能源,燃气,32.67,47.23,79.13,44.57,9.5,8.93,10.4,-7.6,17.58,13.68,29.63,14.95,9.97,7.72,1.88,14.71,1.38,230.61,34.36,45.24,85.62,95.56,65,50.3
301021,英诺激光,激光设备,93.0,13.17,24.81,-85.84,0.35,0.29,314.55,19.02,0.73,0.61,17.03,46.39,13.11,3.33,13.52,189.57,0.11,142.0,45.94,80.39,10.0,100.0,75,50.26
600258,首旅酒店,酒店,11.35,26.89,45.05,136.92,4.41,3.68,10.98,-2.22,14.62,12.31,48.94,40.27,13.38,3.67,1.06,14.83,3.96,126.73,43.6,46.82,87.51,77.02,62,50.22
688396,华润微,功率半导体,60.79,19.51,36.05,-67.91,7.22,4.14,113.23,17.44,13.91,8.05,18.14,26.62,10.88,3.08,3.44,77.33,0.18,807.42,34.38,74.62,25.34,100.0,80,50.18
000960,锡业股份,其他金属,33.6,66.68,147.01,98.45,15.04,19.46,41.6,49.68,21.8,18.34,43.92,11.24,5.05,6.69,2.58,22.96,1.07,552.87,28.41,67.57,77.76,81.84,65,50.04
600377,宁沪高速,高速公路,12.66,13.08,21.92,3.32,25.03,24.88,3.28,-1.2,36.03,-5.44,45.64,34.6,28.14,6.03,1.54,13.65,5.85,481.36,44.08,45.4,79.12,70.19,70,49.99
300442,润泽科技,云基础设施服务,63.29,44.13,96.72,-30.27,12.03,12.06,36.43,50.05,29.58,-17.12,64.91,46.58,32.69,8.3,7.17,19.34,1.06,1035.57,51.75,66.53,53.88,51.69,72,49.92
600436,片仔癀,中药,118.31,50.18,84.07,-57.59,10.93,10.55,-24.22,-14.98,16.25,12.41,18.18,39.83,23.73,7.48,4.89,39.45,2.23,713.78,53.79,35.63,37.71,100.0,80,49.92
601857,中国石油,油气开采,10.56,19.54,31.82,85.04,1039.34,1055.33,22.03,5.34,2512.81,1388.07,38.88,21.87,7.54,6.34,1.18,10.98,4.83,17098.97,34.55,51.29,90.0,86.68,60,49.9
600685,中船防务,航海装备,28.78,125.98,209.82,337.73,8.37,7.82,58.94,9.31,52.53,50.45,62.9,10.7,8.44,4.41,2.14,30.85,0.82,236.41,27.45,60.48,71.88,63.62,82,49.8
603197,保隆科技,汽车电子电气系统,28.97,40.6,76.1,40.14,2.64,1.38,95.79,18.59,1.77,-1.59,70.55,22.47,6.19,7.83,1.87,18.14,1.97,61.17,24.99,71.09,81.74,46.27,78,49.68
301292,海科新源,电池化学品,61.49,102.14,245.45,66.11,4.15,4.1,1068.08,45.0,-0.99,-1.67,62.78,20.91,12.82,13.39,4.42,49.46,0.0,52.38,36.1,87.4,50.03,41.73,78,49.65
600176,中国巨石,玻纤制造,45.02,2.4,4.71,-94.67,29.33,29.08,73.87,22.5,24.24,2.69,39.87,42.14,27.14,8.85,5.44,39.77,1.15,1788.01,52.31,67.33,36.11,85.72,65,49.58
600233,圆通速递,快递,18.33,3.72,6.12,-79.71,31.75,31.23,73.44,8.39,39.59,4.76,33.11,12.04,8.1,8.55,1.69,11.08,2.02,627.82,26.55,63.42,69.54,92.21,68,49.56
600183,生益科技,PCB,143.93,27.21,59.65,-81.09,32.87,29.08,130.42,50.05,29.83,10.99,50.33,30.69,19.54,17.77,18.9,67.3,0.56,3471.23,54.46,87.21,10.0,75.68,70,49.55
600887,伊利股份,乳制品,26.6,32.7,54.62,22.93,57.59,55.96,-20.02,4.13,97.59,84.55,63.56,36.43,8.59,10.72,3.13,16.62,5.19,1674.19,47.36,41.71,76.61,62.98,72,49.46
300014,亿纬锂能,锂电池,51.56,91.4,200.34,77.27,33.01,24.51,105.66,62.2,-3.88,-57.31,63.6,14.31,7.33,6.58,2.23,19.22,0.9,1089.45,19.11,85.04,81.89,40.94,75,49.44
601360,三六零,基础软件,8.77,0.83,1.38,-90.54,2.16,1.53,176.54,9.01,-0.57,-1.81,22.81,69.66,5.01,0.76,2.17,80.72,1.71,613.86,37.08,77.68,28.39,78.0,80,49.42
300607,拓斯达,机器人,33.6,7.23,13.56,-78.48,1.04,0.87,262.99,18.61,1.47,1.05,47.54,31.12,8.23,3.51,5.41,107.25,0.09,115.98,34.82,80.27,20.62,78.36,85,49.4
600196,复星医药,化学制剂,22.03,17.12,28.23,-22.29,17.21,11.44,1.15,4.75,24.24,-0.05,49.45,49.67,10.51,3.53,1.21,17.35,1.75,466.7,38.97,46.54,70.83,66.53,78,49.32
002967,广电计量,检测服务,17.12,5.72,10.13,-66.59,1.22,1.04,25.16,14.03,1.23,-1.07,34.52,43.57,6.96,2.49,2.22,24.39,1.97,103.82,27.9,54.32,57.37,80.86,85,49.3
600406,国电南瑞,电网自动化,22.05,2.23,3.98,-89.89,30.73,29.25,4.08,14.54,5.91,5.91,40.42,25.34,11.7,5.9,3.4,21.08,2.84,1765.8,32.12,49.82,57.45,85.2,82,49.28
600295,鄂尔多斯,冶钢辅料,13.21,14.43,23.24,9.24,14.16,13.4,43.19,5.88,18.75,14.32,43.6,24.05,13.78,6.62,1.73,13.25,5.3,260.97,38.52,56.09,80.2,82.14,58,49.21
300373,扬杰科技,功率半导体,93.23,59.34,127.79,-36.35,7.71,7.24,28.18,30.69,4.99,-0.5,40.61,35.72,16.77,7.69,5.06,35.47,0.54,505.44,40.71,59.49,43.53,75.01,80,49.17
001389,广合科技,PCB,169.03,127.23,278.87,-24.73,9.56,9.39,94.39,80.98,9.37,-8.49,38.6,39.27,21.78,12.06,10.07,54.0,0.38,257.55,46.23,87.63,18.09,76.94,70,49.15
603588,高能环境,固废治理,16.14,40.36,88.47,150.06,10.22,9.71,103.37,54.02,-6.07,-8.33,61.49,20.81,11.8,9.8,2.36,18.11,1.46,245.85,28.75,82.33,82.56,42.97,65,49.15
688041,海光信息,集成电路设计,241.38,46.56,102.05,-80.71,17.98,16.31,49.69,66.52,-4.28,-13.42,19.2,55.21,22.69,7.09,22.11,178.57,0.1,5610.49,48.72,73.89,10.0,78.0,82,49.14
601728,中国电信,电信运营服务,6.19,9.63,16.13,55.57,195.88,174.9,-14.9,-3.86,603.75,340.16,45.81,29.76,7.52,4.15,1.2,19.04,4.06,4805.28,35.66,40.68,83.8,80.02,70,49.14
601882,海天精工,机床制造,22.8,3.15,6.04,-86.18,2.83,2.19,19.38,20.55,1.74,0.48,46.51,25.78,14.12,9.2,3.87,25.06,1.32,119.02,37.6,54.81,52.82,79.35,78,49.09
600426,华鲁恒升,煤化工,19.47,10.17,16.84,-47.77,23.53,23.46,49.98,8.87,26.92,10.36,27.47,24.1,14.82,6.74,1.53,13.06,2.32,535.34,35.89,58.39,69.44,97.63,58,49.08
300236,上海新阳,电子化学品,92.0,30.15,67.03,-67.23,2.13,2.05,59.96,33.67,1.86,-1.42,23.22,42.29,17.8,3.12,4.22,75.75,0.52,256.4,35.35,67.28,23.47,90.0,85,49.06
688082,盛美上海,半导体设备,292.77,60.99,107.79,-79.17,9.89,5.71,42.14,13.87,0.88,-5.81,29.55,46.86,26.59,6.77,9.67,84.11,0.21,1411.83,47.66,58.02,10.39,85.63,90,49.03
603345,安井食品,预加工食品,79.48,8.32,16.21,-89.53,8.22,7.53,21.62,21.85,4.85,0.76,21.18,21.24,8.94,5.19,1.67,17.6,3.98,233.11,27.06,55.66,64.66,100.0,70,49.0
600111,北方稀土,稀土,36.86,8.77,20.14,-76.21,20.53,20.51,120.46,36.75,12.08,6.75,36.98,15.03,9.67,7.82,5.08,39.5,0.35,1332.51,29.11,81.42,37.21,88.5,72,48.87
000100,TCL科技,面板,4.99,7.57,12.68,51.7,38.08,31.4,102.19,3.61,176.22,68.12,65.05,12.87,2.53,5.99,1.66,17.0,1.71,1003.74,26.83,68.46,85.22,61.55,65,48.84
688981,中芯国际,半导体制造,122.0,6.53,12.36,-94.65,44.67,29.94,94.16,19.44,207.6,10.35,33.82,23.16,16.67,2.61,6.09,144.94,0.0,2440.72,30.34,70.96,18.98,91.53,88,48.77
688778,厦钨新能,电池化学品,45.22,58.56,128.35,29.5,4.91,4.88,46.62,91.09,2.83,-0.72,61.35,8.29,3.49,5.16,2.4,25.05,1.32,228.22,16.16,79.85,72.26,55.1,78,48.75
002120,韵达股份,快递,6.97,5.39,8.63,-22.67,9.98,9.31,88.82,6.47,16.27,6.08,41.88,8.35,3.79,4.65,0.96,12.31,2.86,196.21,20.28,66.29,75.19,83.8,68,48.63
600486,扬农化工,农药,52.4,70.99,114.11,35.48,7.9,7.88,-1.99,5.97,14.39,11.28,36.04,23.01,11.96,6.61,1.77,16.67,1.82,211.75,38.06,46.17,82.34,89.4,58,48.6
601018,宁波港,港口,3.42,3.82,6.66,11.7,25.43,23.64,-2.12,12.76,18.2,-6.32,26.78,28.2,16.71,3.12,0.81,13.01,3.54,665.34,30.5,47.98,81.45,88.29,65,48.6
000333,美的集团,空调,84.4,111.51,186.82,32.12,264.46,195.95,1.66,3.55,375.52,349.18,64.89,25.26,10.22,12.42,3.03,14.48,5.0,5811.28,45.06,46.32,80.57,61.71,65,48.59
002979,雷赛智能,工业控制设备,55.18,2.77,6.56,-94.98,1.94,1.88,62.79,39.92,0.43,0.18,39.15,39.15,15.95,9.48,8.52,58.12,0.45,123.65,44.93,69.59,13.15,86.42,80,48.53
600004,白云机场,机场,7.63,12.79,21.2,67.63,4.27,4.09,-43.13,8.95,17.42,12.19,31.01,21.32,11.25,2.06,0.95,17.18,3.74,180.58,31.37,37.93,85.44,94.23,65,48.38
601100,恒立液压,工程机械零件,92.2,32.38,70.82,-64.88,14.36,13.77,0.5,32.13,12.54,10.1,24.47,39.27,21.06,8.02,6.9,45.1,0.93,1236.24,49.97,53.79,27.91,100.0,70,48.37
688388,嘉元科技,锂电池,30.88,34.85,76.39,12.86,3.82,1.82,940.0,89.57,1.64,-2.27,45.25,6.29,5.17,4.58,2.44,50.63,0.1,203.78,12.82,99.43,46.32,70.56,75,48.37
300454,深信服,基础软件,143.06,23.37,51.5,-83.66,2.31,1.79,201.58,32.85,-4.76,-5.72,30.07,60.89,5.78,2.09,5.57,72.49,0.08,412.01,34.95,84.12,20.23,73.13,80,48.34
002008,大族激光,激光设备,99.6,75.27,164.98,-24.43,12.88,14.09,163.84,76.19,-6.83,-11.06,46.5,34.94,11.79,6.0,4.78,51.54,0.2,952.9,30.91,95.82,32.45,57.36,75,48.33
000630,铜陵有色,铜,6.09,13.43,29.43,120.53,29.93,30.71,107.93,59.98,0.54,-43.51,56.31,9.28,3.37,7.86,2.15,20.58,1.81,678.61,15.88,84.94,80.89,59.94,65,48.33
300327,中颖电子,集成电路设计,25.42,5.1,8.66,-79.94,0.71,0.47,72.9,10.76,1.23,0.62,16.55,30.28,7.25,3.86,4.72,96.31,0.39,86.13,33.44,63.94,22.27,100.0,82,48.32
300748,金力永磁,磁性材料,25.36,35.25,77.45,39.0,4.62,3.99,51.58,32.57,12.06,10.31,51.8,21.73,9.96,5.91,4.57,40.62,1.85,287.05,35.41,65.14,55.25,74.27,70,48.31
000997,新大陆,其他IT设备,19.57,35.88,87.46,83.34,6.9,5.84,15.85,42.82,-10.58,-10.93,48.96,28.18,13.69,8.97,2.58,17.94,1.26,197.16,32.39,60.05,82.18,55.0,68,48.26
688548,广钢气体,电子化学品,32.9,6.52,12.38,-80.18,2.56,2.29,117.72,19.62,3.61,-3.71,33.61,35.38,19.33,4.14,7.02,102.37,0.42,434.08,33.41,76.2,16.75,81.73,85,48.26
300346,南大光电,电子化学品,56.0,8.41,14.4,-84.98,2.56,2.21,23.1,11.35,2.99,2.05,35.47,40.55,22.21,7.23,10.92,105.25,0.64,370.72,50.9,53.15,10.0,89.95,85,48.24
603233,大参林,线下药店,18.38,20.86,34.95,13.49,9.27,9.31,16.1,3.46,12.89,9.74,65.05,35.6,7.16,11.99,2.78,15.35,4.88,209.32,46.73,49.48,76.68,61.55,62,48.21
688120,华海清科,半导体设备,263.43,1.51,3.42,-99.43,5.63,5.16,11.44,35.58,0.73,0.16,45.07,42.99,21.31,7.12,16.47,114.53,0.11,1307.35,46.76,57.12,10.0,80.73,90,48.15
002463,沪电股份,PCB,123.5,91.41,200.35,-25.98,29.23,27.95,73.72,61.17,11.51,-24.51,52.2,38.72,21.35,16.25,13.21,46.94,0.4,2374.72,50.74,77.73,24.06,63.89,70,48.07
002625,光启技术,航空装备,27.6,4.97,9.43,-81.99,3.19,3.05,-17.35,19.59,1.67,-2.02,17.51,50.1,28.26,3.25,6.05,95.91,0.13,594.66,45.7,46.47,19.08,90.0,88,48.04
600009,上海机场,机场,22.68,15.15,25.37,-33.2,12.16,11.23,16.46,2.35,22.7,15.45,37.33,24.74,20.99,2.82,1.31,24.66,2.34,562.51,39.75,49.26,62.22,88.16,65,48.03
301338,凯格精机,其他专用设备,103.14,3.39,7.42,-96.71,1.37,1.33,104.69,61.53,0.12,0.08,41.05,40.61,18.95,7.99,8.96,59.78,0.37,111.94,45.44,84.64,12.1,84.59,68,48.01
600350,山东高速,高速公路,10.0,9.18,15.38,-8.2,15.78,15.72,-6.98,2.1,35.53,18.2,64.06,33.48,17.2,3.45,1.65,15.66,4.2,483.46,42.12,44.03,74.78,62.5,70,47.98
003816,中国广核,核力发电,4.24,3.23,5.41,-23.82,61.05,55.77,2.66,-2.76,133.32,-134.82,68.25,45.54,29.62,4.93,1.73,21.58,2.03,1667.81,45.37,44.84,66.25,48.48,78,47.93
