code,name,ind,price,dcf_n,dcf_o,dcf_up,np_,kf,py,ry,ocf,fcf,debt,gm,nm,roe,pb,pe_ttm,dy,fcap,quality,growth,value,health,ind_s,final
300285,国瓷材料,电子化学品,67.16,14.47,26.48,-78.45,3.63,3.61,9.36,16.64,4.56,4.56,26.61,37.66,15.37,4.95,9.13,104.4,0.22,572.92,45.09,51.55,11.69,98.45,85,47.86
601088,中国神华,动力煤,46.23,31.47,51.46,-31.93,287.15,268.95,4.1,7.93,546.64,250.85,40.27,35.48,18.76,6.37,2.22,18.58,4.35,7623.81,45.83,48.04,66.1,85.34,58,47.84
000657,中钨高新,钨钼,61.76,54.83,120.17,-11.22,20.76,20.53,280.53,108.51,-12.55,-17.96,60.5,30.38,13.5,18.4,12.48,50.06,0.37,897.65,44.65,100.0,24.26,43.92,68,47.82
003043,华亚智能,半导体设备,65.15,9.72,15.98,-85.08,0.36,0.33,35.88,8.32,0.83,0.52,31.18,28.77,6.62,1.84,4.66,99.28,0.36,61.25,31.87,55.14,22.42,94.07,90,47.8
002237,恒邦股份,黄金,13.88,25.54,62.02,84.01,6.72,3.74,112.6,44.43,-20.36,-28.38,63.6,2.6,1.07,4.89,1.45,19.97,0.97,165.5,7.75,81.77,82.99,40.94,80,47.79
000338,潍柴动力,底盘与发动机系统,27.23,27.68,45.82,1.65,77.01,61.19,36.46,8.85,113.49,88.65,64.49,21.46,7.75,8.01,2.45,18.11,3.27,1349.63,36.19,55.41,72.67,62.09,68,47.72
600362,江西铜业,铜,44.03,39.28,74.46,-10.79,86.32,75.56,106.77,19.53,58.14,35.07,65.48,5.82,3.09,9.85,1.74,13.16,1.36,913.73,23.68,73.76,76.25,61.14,65,47.7
000708,中信特钢,特钢,13.0,17.09,28.64,31.46,29.9,29.4,6.85,-1.91,39.02,35.37,56.76,14.77,5.59,6.74,1.5,10.72,4.97,656.13,30.37,45.99,86.29,69.51,68,47.7
300124,汇川技术,工业控制设备,52.45,6.24,11.94,-88.1,28.1,27.56,-5.35,20.31,19.75,4.96,48.04,29.74,11.35,7.64,3.86,29.06,0.95,1265.23,35.99,49.31,49.32,77.88,80,47.69
600096,云天化,磷肥及磷化工,28.1,27.56,46.18,-1.92,29.34,28.74,6.14,-8.92,29.45,20.6,47.48,20.89,13.73,11.55,2.02,9.62,4.98,512.26,41.05,43.94,78.37,78.42,60,47.66
300184,力源信息,其他电子,12.28,5.0,10.96,-59.28,2.98,3.0,209.5,59.46,1.01,0.95,44.43,10.35,4.63,6.38,3.02,37.72,0.0,128.89,22.08,91.3,43.72,81.35,65,47.58
300034,钢研高纳,航空装备,15.91,9.98,17.45,-37.27,1.03,0.92,61.23,13.04,3.19,2.7,44.49,21.39,7.15,2.67,3.28,100.22,0.23,122.04,29.67,61.99,28.27,81.29,88,47.49
002371,北方华创,半导体设备,686.51,151.5,305.89,-77.93,33.7,33.41,5.05,24.9,37.74,29.43,50.26,40.07,16.01,8.31,12.29,87.65,0.11,4977.79,48.69,52.83,10.0,75.75,90,47.38
688268,华特气体,电子化学品,138.21,21.25,44.9,-84.62,0.93,0.9,19.16,28.95,1.33,0.67,26.27,30.09,10.43,3.5,6.63,117.43,0.36,176.47,33.9,57.03,17.69,98.78,85,47.24
002338,奥普光电,军工电子,42.74,8.79,17.08,-79.43,0.6,0.57,95.5,21.61,-1.84,-2.38,29.23,32.73,18.92,3.11,5.31,93.27,0.16,102.58,30.66,71.84,20.86,73.94,87,47.23
601888,中国中免,旅游服务,52.0,23.08,38.67,-55.62,31.06,30.78,19.49,-1.76,24.8,19.38,25.66,33.9,11.01,5.41,1.88,26.4,1.34,1015.29,37.77,48.81,56.42,99.37,62,47.21
002906,华阳集团,汽车电子电气系统,27.54,31.78,68.19,15.4,4.01,3.46,17.55,30.36,3.52,-3.08,53.21,16.82,5.84,5.62,2.03,17.18,1.82,144.5,18.45,57.06,77.25,62.92,78,47.17
600660,福耀玻璃,车身附件及饰件,53.68,21.65,36.27,-59.67,39.7,38.79,-17.37,2.44,45.51,22.53,48.38,38.84,18.08,10.4,3.67,16.52,4.1,1075.2,50.02,41.84,60.81,77.56,62,47.1
600298,安琪酵母,调味品,39.8,31.92,58.17,-19.8,8.81,7.94,10.21,16.3,2.0,-5.43,48.93,26.8,9.86,7.08,2.77,21.24,1.38,342.54,28.27,51.65,64.86,67.03,78,47.07
601677,明泰铝业,铝,16.91,6.81,13.64,-59.73,14.07,13.57,49.61,24.23,5.81,2.3,31.69,9.75,6.66,6.92,1.03,8.66,1.86,210.24,22.72,62.46,70.0,93.58,60,47.04
002612,朗姿股份,非运动服装,17.1,18.66,32.23,9.12,1.11,1.84,-59.94,12.06,3.31,2.86,58.42,62.16,5.06,3.95,2.69,9.09,7.02,44.69,49.37,35.07,78.97,67.92,60,47.04
300684,中石科技,电子化学品,97.89,6.18,10.48,-93.69,1.38,1.33,13.59,10.66,1.72,0.66,18.59,33.78,16.4,6.66,14.15,82.57,0.75,200.26,41.58,50.87,10.0,100.0,85,46.94
600845,宝信软件,行业应用软件,17.97,12.71,24.08,-29.27,7.07,6.74,-0.81,19.45,17.48,8.97,48.6,29.78,12.99,6.38,4.63,39.53,1.29,383.49,41.62,50.07,42.41,77.34,75,46.87
002920,德赛西威,汽车电子电气系统,84.73,11.5,19.26,-86.43,12.45,12.25,1.81,1.75,10.63,2.81,46.75,19.08,8.2,7.75,3.15,20.43,1.47,505.52,29.45,45.87,58.62,79.12,78,46.77
002273,水晶光电,光学元件,25.47,11.58,20.81,-54.53,5.24,4.69,4.73,15.15,7.21,-1.54,24.16,31.68,14.67,5.13,3.47,29.61,1.18,347.94,33.08,50.13,49.78,90.0,72,46.74
300666,江丰电子,半导体材料,260.44,81.79,176.1,-68.6,5.4,2.06,113.61,30.68,3.29,-3.85,51.7,30.21,17.26,7.41,9.86,91.38,0.14,576.73,34.15,78.28,10.0,64.37,88,46.69
605123,派克新材,航空装备,80.82,62.43,127.37,-22.75,1.99,1.85,13.4,25.82,1.25,-3.34,47.21,20.7,8.89,4.2,2.07,35.5,0.97,97.93,20.23,54.92,53.4,68.68,88,46.65
600352,浙江龙盛,纺织化学品,11.78,13.28,22.96,12.73,10.04,7.43,8.2,12.13,17.99,14.96,58.38,34.88,14.05,3.13,1.19,20.12,3.82,383.24,40.79,50.08,75.4,67.96,58,46.64
002028,思源电气,输变电设备,138.0,72.88,150.77,-47.19,14.64,13.98,13.23,27.05,2.27,-2.31,49.24,30.46,14.3,8.9,6.56,32.52,0.51,842.87,37.61,55.21,40.36,66.73,80,46.57
002167,东方锆业,其他金属,16.25,6.38,10.43,-60.74,0.8,0.8,176.06,7.94,1.9,1.87,20.02,24.79,11.87,4.36,6.87,121.07,0.0,123.86,36.16,77.39,17.11,100.0,65,46.53
601233,桐昆股份,涤纶,23.81,59.37,112.31,149.35,42.22,40.06,285.03,19.36,-7.18,-36.93,64.86,10.04,8.07,9.92,1.33,10.98,0.5,565.41,21.53,80.48,90.0,39.73,58,46.51
300409,道氏技术,电池化学品,17.09,15.67,33.93,-8.31,2.9,2.83,25.92,31.21,-5.84,-9.6,39.46,23.15,6.68,3.59,1.65,23.6,1.44,118.98,19.33,59.13,67.77,64.12,78,46.47
600256,广汇能源,石油贸易,6.72,8.87,14.86,31.99,12.78,13.31,49.81,-9.57,28.14,23.25,51.79,23.93,8.55,5.11,1.72,24.26,0.94,429.54,34.66,53.37,75.08,74.28,58,46.46
600256,广汇能源,石油贸易,6.72,8.87,14.86,31.99,12.78,13.31,49.81,-9.57,28.14,23.25,51.79,23.93,8.55,5.11,1.72,24.26,0.94,429.54,34.66,53.37,75.08,74.28,58,46.46
600583,海油工程,油气工程,6.06,6.67,11.12,10.07,10.91,8.8,-0.64,9.42,15.61,10.79,41.91,14.87,8.99,3.78,0.93,12.9,3.23,267.93,27.74,47.4,81.22,83.77,60,46.33
601138,工业富联,消费电子组件,62.71,71.98,157.78,14.78,237.4,229.84,95.99,54.63,73.91,-17.0,65.66,7.15,4.26,13.51,7.08,26.53,1.04,12444.23,26.54,80.87,56.78,50.97,68,46.3
600309,万华化学,聚氨酯,71.15,14.11,30.57,-80.17,100.63,96.76,64.35,31.26,117.84,10.44,64.27,17.08,9.69,8.86,1.96,13.53,2.9,2227.33,30.0,67.6,67.55,62.3,62,46.3
603596,伯特利,底盘与发动机系统,28.38,15.06,29.22,-46.93,6.41,5.8,22.81,21.46,7.52,3.88,56.75,19.45,10.12,7.61,3.1,17.83,0.9,254.75,32.89,55.81,61.64,69.52,68,46.3
300142,沃森生物,疫苗,13.31,0.19,0.31,-98.57,0.54,0.95,25.56,-27.72,1.74,0.12,30.18,68.79,5.51,0.77,3.05,112.77,0.94,210.01,43.11,43.14,26.28,95.03,78,46.29
603662,柯力传感,仪器仪表,49.05,9.5,18.61,-80.63,1.31,1.36,-24.38,22.27,1.3,0.75,29.83,45.72,20.32,4.55,4.78,46.16,0.74,137.75,47.64,45.65,32.07,95.36,68,46.29
002430,杭氧股份,其他专用设备,25.95,20.18,37.84,-22.24,5.63,5.35,17.55,18.63,11.89,5.99,52.92,21.04,7.1,5.53,2.52,24.58,1.93,253.77,32.09,53.89,62.03,73.2,68,46.26
002320,海峡股份,航运,6.68,11.34,18.87,69.76,1.35,1.32,7.59,4.33,10.7,10.33,35.71,40.26,22.01,3.33,3.68,81.8,0.6,149.42,48.37,47.84,44.77,89.72,60,46.23
600160,巨化股份,氟化工,34.74,23.94,40.11,-31.09,26.5,26.27,29.23,0.07,23.31,-19.35,38.67,34.03,22.32,12.01,4.25,21.4,2.25,937.89,44.43,51.45,58.91,76.88,58,46.21
002130,沃尔核材,其他电子,17.14,13.93,25.9,-18.73,5.67,5.51,1.54,17.94,4.72,-0.48,38.99,29.41,12.72,6.17,2.61,20.82,0.96,197.88,33.32,50.18,65.83,76.57,65,46.15
002389,航天彩虹,航空装备,18.68,2.11,3.54,-88.7,0.75,-1.0,15492.88,9.87,-7.85,-8.63,29.32,19.11,8.22,0.93,2.29,178.98,0.32,183.95,15.15,77.91,28.1,73.85,88,46.14
603799,华友钴业,钴,35.78,110.22,244.3,208.05,35.07,33.11,29.38,49.39,21.48,-78.11,64.28,19.59,9.3,6.89,1.33,9.81,1.4,675.39,23.18,64.8,90.0,52.29,60,46.13
600547,山东黄金,黄金,32.77,11.0,18.43,-66.43,35.43,35.44,26.17,-5.6,77.71,19.01,61.9,24.43,10.7,7.52,4.56,27.6,0.85,1184.45,35.09,49.25,48.93,64.58,80,46.09
601919,中远海控,航运,16.1,14.99,25.11,-6.89,134.19,133.87,-23.48,2.59,233.3,91.94,41.01,18.34,14.03,5.74,1.05,9.19,5.4,2021.6,32.95,40.53,78.62,84.63,60,46.08
600050,中国联通,电信运营服务,4.22,4.14,6.93,-1.9,41.39,35.34,-34.81,0.58,332.79,53.03,43.6,23.82,4.69,2.41,0.77,19.07,1.24,1307.8,29.05,37.5,73.4,82.14,70,46.0
002518,科士达,其他发电设备,39.31,3.89,7.4,-90.1,2.9,2.68,13.61,19.81,1.77,0.67,39.01,29.42,11.32,5.95,4.69,35.45,1.14,222.16,34.12,53.34,41.71,86.55,72,45.98
000157,中联重科,工程机械整机,6.2,4.25,7.07,-31.45,21.02,8.31,-23.97,9.17,24.2,13.09,58.61,26.82,7.87,3.65,0.93,12.78,3.23,438.37,30.4,42.2,73.02,67.73,72,45.95
300580,贝斯特,底盘与发动机系统,18.44,8.14,13.79,-55.86,1.46,1.36,-1.53,10.57,0.97,-0.1,14.22,32.96,18.46,4.36,2.77,33.59,0.92,87.15,36.39,47.52,47.95,90.0,68,45.89
000738,航发控制,航空装备,19.16,4.34,7.28,-77.35,2.17,2.14,-29.69,0.87,5.52,2.34,18.13,24.34,8.05,1.72,2.0,103.77,0.4,251.99,29.75,38.7,28.8,100.0,88,45.85
000895,双汇发展,肉制品,23.29,8.89,14.9,-61.83,23.06,22.86,-0.76,-1.16,16.17,12.63,48.36,19.15,8.3,11.03,3.86,15.86,3.43,806.82,35.42,44.52,60.94,77.57,68,45.79
002472,双环传动,底盘与发动机系统,36.23,9.21,15.03,-74.58,5.87,5.34,1.65,7.8,11.12,2.96,46.29,26.77,13.64,5.65,2.96,24.23,1.1,274.25,35.53,47.47,55.73,79.56,68,45.74
002409,雅克科技,半导体材料,138.83,1.04,1.7,-99.25,5.61,5.3,7.29,5.12,2.55,0.2,33.16,29.87,14.11,7.01,8.26,63.63,0.48,442.21,36.11,47.99,13.78,92.17,88,45.73
688088,虹软科技,新兴软件,29.66,5.01,8.12,-83.11,0.77,0.56,-12.87,7.19,-0.1,-0.26,7.68,89.03,17.53,2.81,4.34,48.17,0.74,118.99,50.66,44.11,31.35,78.0,72,45.7
000425,徐工机械,工程机械整机,7.45,9.69,16.67,30.07,39.62,38.29,-9.09,11.75,41.58,-6.99,63.1,22.12,6.54,6.14,1.35,14.13,3.27,670.36,25.56,46.17,84.14,53.42,72,45.66
000629,钒钛股份,其他金属,2.89,0.9,1.66,-68.86,2.21,2.09,211.1,17.45,2.75,2.59,13.35,11.37,4.96,1.76,2.14,82.01,0.0,268.49,22.33,79.96,28.46,100.0,65,45.61
002156,通富微电,半导体封测,61.38,38.79,76.64,-36.8,17.17,7.47,316.77,23.03,29.33,-22.66,64.14,15.45,11.06,10.19,5.53,38.76,0.13,931.41,26.22,81.47,39.42,52.43,75,45.58
600346,恒力石化,炼油化工,16.42,4.67,7.82,-71.56,72.06,53.36,136.25,-5.45,35.0,13.46,73.11,13.96,7.33,10.02,1.61,10.29,1.77,1155.82,28.98,73.5,69.74,53.81,58,45.58
000725,京东方Ａ,面板,5.92,5.41,9.06,-8.61,52.48,30.08,61.62,1.83,227.45,81.78,52.69,15.03,4.88,3.94,1.65,27.91,0.94,2093.73,26.81,59.05,63.92,73.42,65,45.58
300601,康泰生物,疫苗,12.15,1.1,1.84,-90.95,0.5,0.28,34.25,-8.55,0.25,-1.61,30.64,71.33,3.75,0.52,1.49,163.14,0.51,109.4,36.83,50.23,30.0,84.59,78,45.54
600690,海尔智家,冰洗,20.68,15.23,25.52,-26.35,103.16,92.99,-14.27,-2.8,97.52,53.85,58.52,27.23,7.15,8.62,1.62,10.79,4.29,1277.71,35.53,41.1,74.44,67.82,65,45.52
600522,中天科技,光纤光缆,35.98,29.5,63.8,-18.01,23.87,22.12,52.29,31.1,1.48,-7.95,40.82,16.48,7.87,6.21,3.19,32.99,0.72,1227.98,22.82,64.9,53.87,74.81,70,45.48
002352,顺丰控股,快递,30.78,24.94,40.16,-18.97,55.02,49.75,-4.11,5.89,111.71,50.88,50.08,13.45,3.84,5.35,1.58,14.89,2.85,1477.17,25.48,45.69,73.47,75.92,68,45.47
600188,兖矿能源,动力煤,19.68,11.1,19.41,-43.6,71.5,46.07,47.75,13.01,138.36,30.6,60.93,30.6,13.09,6.64,2.57,18.48,2.64,1173.19,37.76,59.02,63.01,65.51,58,45.41
300143,盈康生命,医院,7.27,8.08,15.51,11.14,0.67,0.64,9.01,20.56,2.86,2.29,38.91,28.35,8.05,2.81,2.97,95.44,0.26,60.5,33.7,52.53,38.7,86.65,72,45.35
688065,凯赛生物,有机化工原料,37.99,8.22,14.49,-78.36,3.73,3.29,20.75,13.73,7.51,1.99,12.29,35.73,19.45,2.1,1.54,43.86,1.18,221.63,39.2,53.27,41.87,100.0,58,45.34
300476,胜宏科技,PCB,227.05,120.45,254.0,-46.95,28.57,24.18,33.3,28.77,29.11,-41.65,39.85,33.22,24.57,7.54,5.89,44.4,0.78,1964.43,39.6,60.09,31.56,75.74,70,45.23
002185,华天科技,半导体封测,18.03,11.13,25.12,-38.27,8.13,2.5,259.15,35.09,10.12,-28.46,51.51,14.34,8.07,4.27,3.15,46.23,0.12,599.68,16.8,84.72,38.26,64.55,75,45.17
600060,海信视像,电视,27.87,16.02,26.84,-42.52,11.95,9.44,13.23,3.71,11.34,8.57,42.11,17.35,5.06,5.4,1.64,14.02,3.37,363.7,26.88,48.91,69.38,83.57,62,45.15
000967,盈峰环境,环保设备,8.26,10.48,20.41,26.88,4.77,4.48,24.71,21.8,14.47,10.02,49.65,22.17,6.15,2.55,1.48,43.07,2.17,277.34,29.31,56.32,58.03,76.34,65,45.15
003031,中瓷电子,其他电子,135.5,7.46,16.35,-94.49,4.03,3.8,41.22,54.76,4.33,0.56,25.49,32.07,19.81,6.33,9.6,89.85,0.46,611.18,40.38,68.85,10.56,99.53,65,45.12
300776,帝尔激光,光伏加工设备,124.65,28.07,47.04,-77.48,3.06,2.71,-6.38,-12.02,3.59,3.28,28.08,45.26,29.71,6.2,7.21,71.34,0.31,223.51,58.04,40.35,16.3,97.04,65,44.95
601898,中煤能源,动力煤,13.86,6.32,10.59,-54.4,81.49,85.44,5.83,-1.76,98.64,30.64,46.54,26.92,13.11,4.9,1.11,10.02,2.89,1268.47,33.62,45.81,70.0,79.32,58,44.86
600320,振华重工,能源及重型设备,4.17,8.23,13.79,97.36,5.03,4.87,45.94,1.33,15.79,13.91,76.67,13.39,3.22,3.08,1.38,24.63,1.92,138.98,24.0,55.47,78.89,50.4,68,44.85
688087,英科再生,固废治理,33.26,20.6,43.47,-38.06,1.54,2.12,5.34,28.83,2.73,0.99,62.41,28.65,7.16,5.21,2.18,21.89,0.66,62.39,32.84,53.96,62.05,64.09,65,44.84
002179,中航光电,军工电子,35.52,12.99,21.77,-63.43,11.19,10.84,-22.13,0.5,2.73,-6.21,37.34,28.77,10.73,4.61,3.07,40.47,1.56,744.65,27.14,40.27,41.18,78.15,87,44.84
601139,深圳燃气,燃气,6.34,4.85,8.13,-23.5,7.78,7.59,22.02,-4.17,14.31,5.72,58.69,15.83,5.63,4.64,1.1,11.78,2.52,182.39,25.69,48.72,75.3,67.66,65,44.74
002768,国恩股份,改性塑料,67.89,25.14,46.8,-62.97,6.55,6.4,89.33,18.05,3.21,3.21,59.48,13.28,6.29,9.2,4.22,25.77,0.5,171.26,28.87,69.53,51.35,66.9,62,44.56
600741,华域汽车,车身附件及饰件,14.88,42.98,72.0,188.84,26.47,23.1,-8.67,-1.43,79.68,55.55,64.1,11.91,3.6,3.98,0.71,6.74,6.72,469.13,24.6,42.71,90.0,62.46,62,44.45
688629,华丰科技,军工电子,133.33,10.31,18.27,-92.27,1.47,1.31,-2.23,14.09,3.76,1.61,41.17,26.4,11.41,5.0,21.24,175.76,0.09,614.64,36.79,48.31,10.0,84.48,87,44.39
300343,联创股份,氟化工,5.5,0.0,0.01,,0.28,0.23,142.36,38.8,0.09,0.0,23.58,14.9,4.78,1.41,2.97,105.45,0.0,58.61,16.46,85.73,32.94,100.0,58,44.36
600089,特变电工,输变电设备,18.13,16.1,29.58,-11.2,25.52,26.73,-19.84,16.97,62.2,-58.79,56.94,18.9,5.31,3.38,1.29,17.21,1.97,916.07,16.24,45.22,73.18,59.34,80,44.36
300179,四方达,磨具磨料,45.34,3.45,8.48,-92.39,0.78,0.7,46.9,43.76,0.63,0.31,40.29,47.63,16.87,6.72,18.96,186.4,0.66,170.32,48.04,67.13,10.0,85.32,62,44.29
002340,格林美,电池化学品,6.23,5.14,8.62,-17.5,10.76,4.79,34.68,2.43,6.08,-13.45,65.94,13.53,6.51,4.97,1.47,17.11,2.03,316.23,16.31,53.29,72.0,50.7,78,44.16
603501,豪威集团,集成电路设计,81.27,23.88,40.01,-70.62,12.2,12.42,-39.85,0.49,4.08,-5.51,34.86,28.78,8.58,3.73,3.16,31.57,0.59,980.98,25.41,36.37,48.79,80.53,82,44.08
300496,中科创达,行业应用软件,55.39,22.15,47.59,-60.01,2.46,2.34,54.97,30.46,-0.64,-5.98,25.81,29.08,6.4,2.33,2.42,47.6,0.33,204.68,20.47,65.32,36.46,77.22,75,43.95
688271,联影医疗,医疗设备,101.0,34.87,64.26,-65.48,8.97,8.27,-10.12,17.22,-2.42,-16.87,36.05,47.18,12.61,4.07,3.78,47.07,0.3,832.4,34.91,47.42,33.67,67.39,80,43.91
002821,凯莱英,医疗研发外包,185.2,43.44,76.04,-76.54,5.2,5.25,-15.71,13.13,8.22,-0.33,14.81,42.27,14.25,2.93,3.77,64.5,0.7,589.07,36.61,45.09,24.55,90.0,75,43.82
688668,鼎通科技,网络接配及塔设,269.6,55.72,120.6,-79.33,1.84,1.75,59.24,31.17,1.75,-0.27,40.26,33.98,18.0,8.15,17.89,121.56,0.26,375.47,40.67,66.45,10.0,75.35,72,43.82
002050,三花智控,家电零部件,35.31,6.87,11.51,-80.54,20.44,21.47,-3.12,3.92,25.0,11.32,36.22,28.06,12.32,6.29,4.57,37.17,1.13,1303.31,36.42,45.37,40.48,89.23,65,43.78
601607,XD上海医,医药流通,15.9,25.08,41.89,57.74,35.04,24.77,-21.4,4.15,44.5,34.09,61.46,11.03,2.94,4.47,0.75,12.36,2.83,443.48,23.02,41.41,89.68,65.0,60,43.69
002493,荣盛石化,涤纶,12.85,2.25,3.76,-82.49,51.11,53.44,748.83,-12.93,212.54,9.2,74.07,15.25,7.16,10.73,2.69,23.96,0.75,1203.04,30.31,71.76,56.62,52.89,58,43.65
002484,江海股份,被动元件,61.48,11.55,21.22,-81.21,3.83,3.72,6.92,16.96,3.95,3.08,26.35,25.18,12.19,5.84,7.98,74.76,0.42,504.42,35.94,51.1,14.45,98.7,72,43.42
300224,正海磁材,磁性材料,11.41,3.97,6.95,-65.21,1.37,1.29,20.91,12.98,1.5,1.26,47.49,12.5,3.96,2.69,2.08,32.08,1.74,105.77,21.87,53.1,50.94,78.41,70,43.39
000060,中金岭南,铅锌,6.19,11.81,26.76,90.79,11.42,11.19,104.35,35.53,-2.98,-10.44,60.36,6.02,2.77,5.64,1.36,19.85,0.89,274.9,11.29,77.55,83.09,44.05,58,43.37
600348,华阳股份,炼焦煤,8.94,7.18,12.02,-19.69,10.62,10.33,35.63,-11.73,6.99,-15.46,52.13,43.1,13.34,2.87,1.17,16.27,2.65,322.51,31.96,49.67,72.31,63.96,55,43.22
000519,中兵红箭,地面兵装,15.39,1.29,3.0,-91.62,0.37,0.4,191.36,38.15,-5.58,-8.97,43.34,18.48,1.07,0.36,2.06,179.18,0.16,214.31,9.87,85.55,28.66,60.39,80,43.17
600104,上汽集团,综合乘用车,11.1,102.29,171.37,821.53,51.52,45.69,-14.38,0.22,543.03,482.06,61.95,11.72,2.7,1.72,0.43,13.81,2.38,1275.98,21.27,41.9,88.41,64.53,60,43.17
002747,埃斯顿,机器人,29.79,4.31,7.21,-85.53,1.61,0.7,2314.24,1.14,0.45,-0.48,68.22,31.81,6.17,4.91,8.8,144.56,0.0,233.66,27.75,75.56,12.48,48.51,85,43.0
600487,亨通光电,光纤光缆,69.49,53.37,115.47,-23.2,31.2,31.51,93.38,31.13,-8.65,-28.33,52.39,16.77,7.77,9.26,5.08,40.94,0.39,1705.04,23.75,73.95,41.3,51.71,70,42.98
603217,元利科技,有机化工原料,27.21,23.0,42.8,-15.47,1.47,1.48,36.66,18.02,-1.07,-1.48,32.31,22.65,11.16,4.2,1.62,24.35,1.1,56.62,22.52,57.93,65.75,70.98,58,42.97
002384,东山精密,PCB,196.15,97.14,212.92,-50.48,29.57,24.8,290.09,63.95,23.84,-28.69,64.51,20.15,10.74,12.14,14.74,100.22,0.0,2719.27,30.6,92.52,10.0,52.07,70,42.96
300699,光威复材,碳纤维,23.55,6.59,11.05,-72.02,1.99,1.84,-26.21,9.83,-1.14,-4.17,40.51,39.53,14.73,3.64,3.58,36.75,2.11,193.91,32.02,41.89,43.23,63.11,78,42.91
300395,菲利华,玻璃制造,93.38,30.24,73.95,-67.62,2.95,2.74,32.95,44.06,1.36,-2.81,20.96,50.11,23.58,5.63,9.37,95.1,0.18,478.36,44.76,64.15,11.11,90.0,58,42.88
600699,均胜电子,汽车电子电气系统,20.14,0.89,1.5,-95.58,7.39,6.55,4.43,-7.43,19.34,0.54,67.0,17.74,3.09,4.46,1.88,22.85,0.89,281.09,20.89,43.97,59.54,59.68,78,42.83
300662,科锐国际,人力资源服务,21.26,23.45,41.92,10.3,1.51,1.21,19.72,14.75,-1.07,-1.27,47.22,5.56,2.01,6.29,1.74,12.36,1.08,41.75,11.4,53.32,81.17,56.67,68,42.82
300759,康龙化成,医疗研发外包,43.3,14.44,26.84,-66.65,7.5,6.93,6.96,17.92,10.85,-2.84,41.1,32.71,9.37,4.59,4.87,46.45,0.46,614.87,29.22,51.37,31.6,74.54,75,42.66
002326,永太科技,氟化工,17.33,11.27,27.66,-34.97,2.74,2.49,365.74,43.57,5.79,1.95,75.23,25.01,7.92,9.26,5.42,94.89,0.0,140.68,36.84,87.01,23.6,51.78,58,42.66
002025,航天电器,军工电子,74.2,8.03,13.74,-89.18,1.28,1.16,47.73,11.41,-0.25,-1.88,33.33,29.17,5.09,1.92,5.05,150.24,0.18,336.77,19.24,58.58,21.48,70.0,87,42.44
601985,中国核电,核力发电,8.94,4.32,7.23,-51.68,36.41,35.94,-35.74,-6.28,191.77,-154.26,70.45,36.47,18.51,3.05,1.55,25.26,2.01,1688.17,32.12,35.44,58.21,46.37,78,42.33
002916,深南电路,PCB,384.5,185.91,435.93,-51.65,22.51,22.39,65.55,46.33,15.02,-31.77,55.67,31.01,14.74,12.48,14.53,62.85,0.62,2556.19,38.59,71.93,10.0,60.56,70,42.29
002741,光华科技,电子化学品,25.38,12.11,26.54,-52.29,0.94,0.92,67.56,75.32,-2.41,-2.55,52.18,13.68,4.23,4.74,5.95,83.8,0.39,109.14,14.74,80.2,19.32,51.91,85,42.29
601126,四方股份,电网自动化,41.0,17.6,30.16,-57.07,5.14,5.0,8.0,11.49,-3.82,-4.79,60.49,32.11,11.47,10.65,7.08,39.39,2.93,338.29,34.95,49.86,32.5,43.93,82,42.2
600105,永鼎股份,光纤光缆,46.47,19.88,45.42,-57.22,5.03,5.04,58.06,47.75,3.46,-1.66,62.43,27.89,15.37,13.82,18.67,162.31,0.11,679.39,41.9,70.67,10.0,54.07,70,42.14
601689,拓普集团,车身附件及饰件,45.0,19.66,32.95,-56.31,10.23,9.08,-21.03,9.78,25.96,12.42,43.05,18.81,7.21,4.22,3.23,31.2,1.09,782.03,30.35,43.01,48.95,82.67,62,42.0
301150,中一科技,锂电池,41.4,29.37,67.84,-29.06,1.67,1.47,987.97,47.15,-0.92,-1.03,54.84,7.68,4.23,4.49,3.61,61.91,0.47,125.79,12.68,87.98,29.12,49.35,75,41.99
603938,三孚股份,其他化学原料,50.33,12.89,27.6,-74.39,1.19,1.15,209.73,30.17,0.14,-0.38,23.48,19.06,9.08,4.55,7.37,119.64,0.04,192.57,22.87,83.4,15.91,90.0,58,41.95
000837,秦川机床,机床制造,9.68,1.52,2.58,-84.3,0.46,0.09,4.83,10.82,0.93,0.55,44.28,17.41,2.51,0.93,2.0,179.97,0.31,97.52,22.88,48.98,28.8,81.49,78,41.93
000400,许继电气,电网自动化,20.37,9.96,16.68,-51.1,4.16,4.03,-34.4,1.21,-3.11,-4.2,48.42,19.9,7.36,3.36,1.68,21.86,1.89,206.77,17.93,37.76,60.89,55.52,82,41.88
603606,东方电缆,线缆部件及其他,35.88,28.73,61.98,-19.93,5.65,5.59,19.41,30.85,-1.57,-4.28,51.56,19.44,9.74,6.68,3.5,21.71,1.3,295.94,23.37,57.6,62.67,52.5,62,41.67
600875,东方电气,其他发电设备,24.42,19.89,33.32,-18.55,27.13,23.66,42.07,1.33,-17.22,-25.95,70.18,15.82,6.97,5.88,1.83,18.22,2.17,552.71,18.77,54.61,70.02,34.63,72,41.66
601808,中海油服,油田服务,12.15,12.47,20.9,2.63,20.09,18.33,2.28,2.0,-14.23,-35.62,42.98,18.54,8.97,4.25,1.23,14.92,2.33,359.7,19.3,46.04,77.96,60.74,60,41.55
